1.6161058025467185e-09 5.676705751800372e-12
1.6177029601968078e-09 5.686059079658671e-12
1.619313884863895e-09 5.69549926861445e-12
1.619313884863895e-09 5.69549926861445e-12
1.6177029601968078e-09 5.686059079658671e-12
1.6161058025467185e-09 5.676705751800372e-12
1.6138949452336151e-09 5.66376862180162e-12
1.6110077931321617e-09 5.6468918432496555e-12
1.6074302015576363e-09 5.626007075169164e-12
1.6031597767524572e-09 5.601118324267072e-12
1.5981985948231558e-09 5.572259179057537e-12
1.5925510603646386e-09 5.539480145387467e-12
1.5862231108625423e-09 5.502843850609823e-12
1.5792218674217803e-09 5.462422846341598e-12
1.571555458827748e-09 5.418298410969031e-12
1.5632329208852394e-09 5.370559778288883e-12
1.5542641311815605e-09 5.319303559810222e-12
1.5446597614651822e-09 5.264633257494874e-12
1.5344312390664206e-09 5.206658817897753e-12
1.5235907129819201e-09 5.145496203310696e-12
1.512151022282288e-09 5.081266967503725e-12
1.5001256655492091e-09 5.014097829834402e-12
1.487528770612995e-09 4.944120244837303e-12
1.4743750641791205e-09 4.871469966290159e-12
1.4606798411176927e-09 4.796286605853949e-12
1.4464589333016556e-09 4.718713187044609e-12
1.4317286779490029e-09 4.638895695697066e-12
1.416505885468551e-09 4.556982628328572e-12
1.4008078068376484e-09 4.473124539955303e-12
1.3846521005592843e-09 4.387473592997604e-12
1.3680567992588277e-09 4.3001831089455356e-12
1.3510402759891819e-09 4.211407124460161e-12
1.3336212103187985e-09 4.121299953565611e-12
1.3158185542806134e-09 4.030015757547833e-12
1.2976514982620884e-09 3.9377081241217676e-12
1.2791394369175495e-09 3.844529657362414e-12
1.2603019351841524e-09 3.7506315798188475e-12
1.241158694482258e-09 3.656163348145433e-12
1.2217295191798846e-09 3.5612722834926334e-12
1.2020342833993313e-09 3.466103217802234e-12
1.182092898242088e-09 3.370798157049453e-12
1.1619252795058245e-09 3.2754959623683935e-12
1.1415513159646465e-09 3.180332049888541e-12
1.1209908382809267e-09 3.085438109999346e-12
1.1002635886139263e-09 2.9909418466482525e-12
1.0793891909871282e-09 2.8969667371656394e-12
1.0583871224727416e-09 2.803631812998705e-12
1.0372766852482344e-09 2.7110514616262152e-12
1.016076979576022e-09 2.6193352498177336e-12
9.948068777536187e-10 2.528587768295292e-12
9.734849990776572e-10 2.438908497752843e-12
9.521296858612266e-10 2.3503916960899498e-12
9.307589805399844e-10 2.2631263066213867e-12
9.093906038984896e-10 2.17719588693419e-12
8.880419344441926e-10 2.0926785579785148e-12
8.667299889525326e-10 2.0096469728988186e-12
8.454714042026316e-10 1.928168305037676e-12
8.24282419919177e-10 1.84830425447615e-12
8.031788629322466e-10 1.7701110724123226e-12
7.821761325630771e-10 1.693639602623431e-12
7.612891872401187e-10 1.6189353392071595e-12
7.405325323461701e-10 1.5460384997540589e-12
7.1992020929396e-10 1.474984113065757e-12
6.994657858242438e-10 1.4058021205025951e-12
6.791823475173343e-10 1.3385174900194366e-12
6.590824905059809e-10 1.2731503419295514e-12
6.391783153746762e-10 1.2097160854234971e-12
6.194814222277989e-10 1.1482255648626422e-12
6.000029069065088e-10 1.0886852148651135e-12
5.807533583320047e-10 1.0310972232053397e-12
